"Time (s)"	"Sound pressure level (dB)"
7.502273687E1	-7.046258386E1
7.514400037E1	-7.161929564E1
7.524861967E1	-7.170507089E1
7.535923012E1	-7.128513550E1
7.546772137E1	-7.071681704E1
7.557742988E1	-7.194700233E1
7.569028846E1	-7.039134052E1
7.580072571E1	-7.165283037E1
7.591060221E1	-6.976721230E1
7.601777183E1	-7.152945107E1
7.612750375E1	-7.162422201E1
7.623704904E1	-7.133622129E1
7.634406650E1	-6.909123933E1
7.645612742E1	-7.129269385E1
7.656530983E1	-7.044132500E1
7.667805562E1	-7.151447186E1
7.678702587E1	-7.037325973E1
7.689545812E1	-7.073032568E1
7.700689917E1	-7.139308659E1
7.711079471E1	-7.102413796E1
7.722287237E1	-7.175042517E1
7.734853300E1	-7.020550357E1
7.745696617E1	-7.122890281E1
7.756338542E1	-7.132961671E1
7.766665342E1	-7.134823342E1
7.779025821E1	-7.101627881E1
7.789527246E1	-6.910990029E1
7.800376738E1	-7.105755214E1
7.811474017E1	-6.976712174E1
7.822617846E1	-6.794905959E1
7.833780342E1	-6.862850670E1
7.845746071E1	-7.217866016E1
7.856831308E1	-7.113500239E1
7.867985313E1	-6.971627971E1
7.879127758E1	-6.991913776E1
7.889459221E1	-6.909631217E1
7.900532929E1	-6.901869002E1
7.911294512E1	-7.120679790E1
7.922376321E1	-7.103902736E1
7.933236525E1	-6.875894605E1
7.943591950E1	-6.696513909E1
7.955729600E1	-6.861377745E1
7.966621496E1	-6.977761239E1
7.977780992E1	-6.659159391E1
7.989053717E1	-6.743717717E1
7.999499088E1	-6.926684288E1
8.010499154E1	-6.933866660E1
8.021403483E1	-6.975551559E1
8.032371150E1	-6.659527500E1
8.043145067E1	-6.916125625E1
8.054503650E1	-6.874174345E1
8.065372092E1	-6.974425703E1
8.076090050E1	-6.864760846E1
8.087091696E1	-6.960015275E1
8.098259025E1	-6.752114419E1
8.109435192E1	-6.773953395E1
8.120639550E1	-7.076708609E1
8.131856225E1	-6.913183028E1
8.142960583E1	-6.824950784E1
8.154053529E1	-6.973124686E1
8.164441537E1	-7.049602032E1
8.175658600E1	-7.066656020E1
8.186098358E1	-7.086977016E1
8.197808967E1	-6.550907583E1
8.210051721E1	-6.731658776E1
8.221110537E1	-7.081039747E1
8.232224612E1	-6.891735884E1
8.242795129E1	-7.132964797E1
8.253781583E1	-6.924050902E1
8.266248404E1	-7.082781621E1
8.277398075E1	-7.052479250E1
8.287782325E1	NaN
8.298721121E1	-5.952413836E1
8.309435537E1	-6.387032105E1
8.320148400E1	-7.017464254E1
8.331107671E1	-6.944360666E1
8.341767492E1	-7.059810493E1
8.352107779E1	-7.201863475E1
8.364123546E1	-6.988848474E1
8.375072392E1	-6.985244080E1
8.386134908E1	-7.064673338E1
8.397274050E1	-6.927181465E1
8.407794846E1	-6.970286831E1
8.418886208E1	-7.045259034E1
8.429625029E1	-6.925571175E1
8.440750279E1	-6.885583464E1
8.451715750E1	-6.968648825E1
8.462791492E1	-6.941920923E1
8.473772871E1	-6.984161880E1
8.484582763E1	-6.599469378E1
8.495704033E1	-6.923825720E1
8.506445100E1	-6.766058176E1
8.517349404E1	-6.866516644E1
8.527817067E1	-7.014457842E1
8.538789454E1	-6.880557445E1
8.549850717E1	-7.160888341E1
8.560758375E1	-7.398695616E1
8.571614600E1	-7.032904787E1
8.582674850E1	-7.012519242E1
8.593888392E1	-7.138665628E1
8.605012304E1	-7.130066143E1
8.616133304E1	-7.245354997E1
8.627416025E1	-6.804596178E1
8.637796158E1	-7.026326791E1
8.648943754E1	-7.081040065E1
8.659520108E1	-7.143571633E1
8.670448579E1	-7.088017174E1
8.681243608E1	-7.181178384E1
8.692089267E1	-7.339251010E1
8.703567708E1	-7.063292382E1
8.714465542E1	-7.069800931E1
8.725616362E1	-7.138263846E1
8.736145737E1	-6.950499509E1
8.747132975E1	-7.228883180E1
8.757835787E1	-7.044663330E1
8.769115992E1	-7.217261321E1
8.779727317E1	-7.161656617E1
8.790855487E1	-7.113219726E1
8.801918467E1	-7.146334626E1
8.812824846E1	-7.023053912E1
8.824045525E1	-6.971624387E1
8.834483779E1	-7.049789076E1
8.845261892E1	-6.925899074E1
8.856142412E1	-7.128624449E1
8.868070913E1	-7.067555247E1
8.879102342E1	-7.200617916E1
8.889480596E1	-7.146541223E1
8.900068437E1	-6.844919653E1
8.911164150E1	-7.153883705E1
8.922363500E1	-7.116025869E1
8.932930063E1	-7.111803315E1
8.943697504E1	-5.780374943E1
8.954831525E1	-6.803891021E1
8.965997317E1	-7.152044934E1
8.976758537E1	-7.109640918E1
8.987907183E1	-7.073984679E1
